﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
8;Barcelona;1;Barcelona;40;Vallès Occidental;08279;Terrassa;223627;156476;33341;68636;79141;77335;979;784;77378;78162;20172;16364;13072;7195;5893;4329;4995;2628;1609;547;135;117;88;156;78;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08282;Tiana;8945;6858;1754;3899;4603;2255;45;35;4523;4558;755;1105;1186;214;266;368;210;169;205;17;6;11;3;6;2;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25221;Tírvia;134;118;39;66;85;33;5;1;79;80;10;24;27;1;3;12;0;0;1;0;0;0;0;0;1;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25222;Tiurana;77;67;24;37;53;14;1;0;52;52;3;9;20;1;0;2;1;8;8;0;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43149;Tivenys;902;681;234;385;423;258;10;7;406;413;108;141;69;27;11;23;9;5;9;0;1;0;0;0;;2;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43150;Tivissa;1619;1219;382;704;834;385;25;6;803;809;52;258;210;28;49;97;9;35;49;0;5;2;0;1;;7;0;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08283;Tona;8356;6216;1223;2728;3424;2792;35;44;3345;3389;359;750;1440;138;81;343;46;35;104;11;8;15;9;4;2;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25223;Torà;1237;905;237;448;541;364;15;6;520;526;42;171;183;10;11;63;6;3;27;0;0;1;0;0;0;;1;;2;;;0;
8;Barcelona;1;Barcelona;21;Maresme;08284;Tordera;17519;12824;2311;4749;5449;7375;103;36;5310;5346;1045;1366;1244;484;279;294;298;132;96;18;16;21;6;6;5;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08285;Torelló;14400;10309;2578;4784;5608;4701;99;49;5460;5509;632;1265;2209;169;168;585;140;52;147;13;34;28;11;6;1;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25224;Torms, els;138;121;37;73;88;33;1;2;85;87;6;42;22;0;0;9;0;0;5;0;0;0;0;1;0;;0;;0;;;0;
25;Lleida;4;Lleida;38;Urgell;25225;Tornabous;822;521;171;284;316;205;1;5;310;315;18;109;127;10;1;23;1;8;10;1;1;0;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;33;Segrià;25226;Torrebesses;267;239;87;125;143;96;1;0;142;142;12;53;42;0;9;14;5;1;6;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25227;Torre de Cabdella, la;759;658;142;251;440;218;6;6;428;434;36;107;182;8;11;62;5;3;8;0;1;0;3;2;0;;0;;0;;;0;
8;Barcelona;8;Penedès;6;Anoia;08286;Torre de Claramunt, la;3741;3000;685;1285;1463;1537;27;15;1421;1436;369;302;238;140;68;92;98;32;62;10;2;2;0;3;3;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43151;Torre de Fontaubella, la;131;106;54;70;83;23;1;1;81;82;9;13;28;4;3;18;0;6;0;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43152;Torre de l'Espanyol, la;601;427;149;265;293;134;14;1;278;279;50;107;81;3;0;17;2;1;12;0;0;1;1;0;;1;0;;;2;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43153;Torredembarra;16567;11525;2609;4635;5459;6066;98;34;5327;5361;1124;1331;982;527;295;340;347;190;108;16;10;6;11;2;;7;12;;;14;;;5
25;Lleida;4;Lleida;33;Segrià;25228;Torrefarrera;4694;3215;695;1477;1766;1449;22;39;1705;1744;247;474;445;118;32;98;60;50;148;5;8;7;0;0;0;;5;;7;;;1;
25;Lleida;4;Lleida;32;Segarra;25907;Torrefeta i Florejacs;607;491;144;258;294;197;6;12;276;288;15;118;84;7;8;27;1;1;12;0;2;0;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;27;Pla d'Urgell;25230;Torregrossa;2179;1518;430;784;906;612;19;15;872;887;140;349;193;45;6;37;18;34;40;2;1;0;5;0;0;;1;;1;;;0;
25;Lleida;4;Lleida;23;Noguera;25231;Torrelameu;735;483;149;310;358;125;10;2;346;348;24;154;78;17;5;20;2;12;28;1;0;2;1;1;0;;0;;1;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08287;Torrelavit;1422;1075;374;662;730;345;16;7;707;714;54;230;250;9;34;79;9;7;26;2;3;1;1;2;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08288;Torrelles de Foix;2398;1746;393;637;764;982;11;5;748;753;138;197;119;55;45;58;32;18;81;5;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08289;Torrelles de Llobregat;6073;4560;940;2186;2688;1872;30;20;2638;2658;454;798;565;139;188;281;90;49;44;12;6;6;0;4;2;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17197;Torrent;164;126;48;78;91;35;0;3;88;91;11;22;31;2;0;8;5;0;9;0;0;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;33;Segrià;25232;Torres de Segre;2366;1340;404;699;782;558;12;4;766;770;125;210;256;25;16;69;9;14;32;3;4;0;0;0;2;;0;;1;;;0;
25;Lleida;4;Lleida;33;Segrià;25233;Torre-serona;398;275;91;172;187;88;1;2;184;186;36;61;41;8;5;8;4;9;8;0;0;2;0;0;0;;0;;2;;;0;
17;Girona;3;Girona;2;Alt Empordà;17198;Torroella de Fluvià;703;447;151;230;264;183;4;1;259;260;37;64;75;25;13;23;9;6;7;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17199;Torroella de Montgrí;11836;7059;1774;3332;3995;3064;67;30;3898;3928;460;919;1280;245;149;435;134;56;110;5;7;14;41;5;18;;6;14;;;0;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43154;Torroja del Priorat;152;121;48;86;99;22;1;1;97;98;5;46;17;2;4;19;1;2;1;0;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;19;Garrotxa;17200;Tortellà;818;635;198;362;416;219;7;6;403;409;38;106;140;2;29;71;2;3;6;0;0;2;0;0;0;;4;0;;;0;;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43155;Tortosa;33439;22578;5437;9396;11041;11537;230;110;10701;10811;1834;2995;2126;625;724;759;379;306;698;13;18;13;22;13;;128;36;;;12;;;0
17;Girona;3;Girona;31;Ripollès;17201;Toses;168;146;35;63;98;48;1;2;95;97;3;27;34;8;2;12;1;1;6;0;0;0;0;1;0;;0;0;;;0;;
17;Girona;3;Girona;34;Selva;17202;Tossa de Mar;5818;3923;872;1721;2079;1844;48;17;2014;2031;366;497;595;112;77;118;107;55;60;5;2;3;5;1;2;;4;4;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25234;Tremp;5911;4187;887;1631;2256;1931;50;28;2178;2206;425;472;736;90;88;156;57;49;53;10;6;8;4;4;0;;8;;11;;;1;
17;Girona;3;Girona;10;Baix Empordà;17204;Ullà;1177;624;200;331;370;254;6;4;360;364;71;73;111;21;15;29;10;15;9;0;0;1;1;2;0;;0;1;;;1;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08290;Ullastrell;2089;1567;417;878;991;576;10;6;975;981;110;294;291;54;51;109;37;8;13;0;2;0;3;2;1;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17205;Ullastret;274;194;76;121;142;52;1;0;141;141;8;36;63;1;7;13;0;1;12;0;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43156;Ulldecona;6525;3993;805;1387;1994;1999;36;21;1937;1958;375;547;370;167;85;130;64;115;34;1;2;2;4;1;;35;5;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43157;Ulldemolins;398;349;164;241;270;79;4;3;263;266;19;93;105;3;4;22;3;7;3;0;3;0;0;0;;1;0;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17203;Ultramort;225;162;60;94;105;57;2;2;101;103;4;27;45;0;4;14;2;0;2;0;1;0;0;2;0;;0;0;;;0;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17206;Urús;196;175;43;98;122;53;5;1;116;117;9;22;43;1;3;17;2;5;13;0;0;0;0;0;0;;1;0;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08291;Vacarisses;6832;5240;746;2109;2539;2701;26;20;2493;2513;471;690;427;233;201;199;140;55;35;29;5;3;1;3;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17014;Vajol, la;89;62;20;36;40;22;0;0;40;40;5;11;19;1;2;0;0;0;2;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;8;Penedès;6;Anoia;08292;Vallbona d'Anoia;1357;1062;286;557;648;414;12;5;631;636;118;141;170;32;24;97;18;16;12;3;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25238;Vallbona de les Monges;243;212;80;122;141;71;7;1;133;134;10;39;56;3;5;11;0;0;7;0;0;0;0;0;0;;1;;1;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08293;Vallcebre;249;237;73;128;165;72;3;1;161;162;15;45;55;2;3;25;0;3;13;0;0;0;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43158;Vallclara;88;74;28;45;56;18;6;0;50;50;4;8;24;0;1;7;0;1;5;0;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;19;Garrotxa;17207;Vall d'en Bas, la;3093;2444;801;1479;1668;776;22;32;1614;1646;80;396;740;18;47;213;18;17;66;3;4;1;3;2;0;;5;0;;;1;;
17;Girona;3;Girona;19;Garrotxa;17208;Vall de Bianya, la;1275;1013;279;510;586;427;9;14;563;577;28;125;265;10;23;81;7;6;12;2;1;1;0;0;0;;2;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25043;Vall de Boí, la;1019;819;210;352;498;321;15;3;480;483;33;159;144;4;29;68;4;8;20;2;2;1;0;0;0;;2;;4;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25901;Vall de Cardós;350;303;63;143;213;90;9;0;204;204;13;67;69;7;7;18;4;9;7;1;0;0;0;1;0;;0;;1;;;0;
25;Lleida;4;Lleida;23;Noguera;25240;Vallfogona de Balaguer;1906;1361;439;763;850;511;16;12;822;834;113;245;251;43;21;50;21;37;32;0;2;0;0;2;2;;1;;2;;;0;
17;Girona;3;Girona;31;Ripollès;17170;Vallfogona de Ripollès;196;179;73;113;133;46;0;0;133;133;2;51;50;0;2;18;2;1;4;0;0;2;0;0;0;;1;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43159;Vallfogona de Riucorb;77;76;32;47;59;17;2;1;56;57;5;14;26;2;1;3;1;1;2;0;1;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08294;Vallgorguina;2988;2194;587;1098;1258;936;22;7;1229;1236;122;334;400;63;83;125;33;29;22;9;3;4;0;2;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08295;Vallirana;15312;11512;2452;4656;5734;5778;73;38;5623;5661;1521;1366;751;671;376;215;405;180;60;40;3;9;5;10;11;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17209;Vall-llobrega;897;639;144;386;427;212;7;4;416;420;54;104;131;38;13;32;20;11;10;1;0;1;0;0;0;;0;1;;;0;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43160;Vallmoll;1774;1331;353;675;759;572;9;14;736;750;172;175;172;71;26;52;37;17;11;0;1;1;0;0;;1;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08296;Vallromanes;2558;1873;462;991;1244;629;17;6;1221;1227;209;301;333;90;57;57;65;39;55;5;8;0;1;1;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43161;Valls;24477;17096;3919;7602;8592;8504;117;50;8425;8475;1291;2141;2576;433;264;936;270;195;216;12;26;17;2;7;;16;6;;;16;;;1
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25906;Valls d'Aguilar, les;245;211;47;87;122;89;1;1;120;121;19;48;30;3;2;7;4;2;2;0;0;0;0;2;0;;0;;1;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25239;Valls de Valira, les;784;579;107;189;238;341;4;0;234;234;31;73;67;13;8;20;4;5;10;0;0;0;0;0;0;;1;;1;;;1;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43162;Vandellòs i l'Hospitalet de l'Infant;6603;4476;1072;1973;2485;1991;33;23;2429;2452;553;544;443;255;120;116;187;110;55;5;16;4;0;3;;8;6;;;4;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25909;Vansa i Fórnols, la;149;131;47;66;90;41;4;1;85;86;6;24;28;0;2;10;2;1;6;0;0;5;0;0;0;;0;;1;;;0;
8;Barcelona;2;Catalunya Central;6;Anoia;08297;Veciana;175;135;52;76;90;45;2;4;84;88;3;18;35;3;4;5;2;2;10;1;0;0;0;1;0;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43163;Vendrell, el;38373;26565;5010;9906;11628;14937;221;101;11306;11407;2893;2533;1758;1265;680;563;704;493;265;41;10;17;8;22;;11;16;;;24;;;3
17;Girona;3;Girona;2;Alt Empordà;17210;Ventalló;846;602;157;338;387;215;9;5;373;378;37;81;147;11;16;51;1;9;12;3;2;0;0;1;0;;2;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25242;Verdú;902;703;176;351;404;299;8;3;393;396;37;110;145;11;15;34;8;14;16;0;1;0;0;0;0;;0;;2;;;0;
17;Girona;3;Girona;10;Baix Empordà;17211;Verges;1169;846;305;517;595;251;7;5;583;588;39;106;264;8;13;115;8;5;20;1;1;1;0;0;0;;2;0;;;0;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43164;Vespella de Gaià;417;319;111;153;180;139;3;0;177;177;59;38;18;20;17;7;7;6;1;2;0;0;0;0;;1;0;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08298;Vic;47630;27198;6936;13612;15646;11552;199;127;15320;15447;1646;3125;6516;567;524;1555;261;213;657;47;64;54;67;19;5;;;;;;;;
17;Girona;2;Catalunya Central;24;Osona;17212;Vidrà;177;148;50;90;113;35;3;6;104;110;5;26;41;3;0;14;0;0;14;0;0;0;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;34;Selva;17213;Vidreres;7951;5679;1086;2138;2593;3086;40;27;2526;2553;363;544;963;161;117;191;68;35;55;2;5;5;7;3;0;;2;5;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25243;Vielha e Mijaran;5611;3754;618;1259;1721;2033;38;19;1664;1683;520;253;185;218;85;52;126;118;50;11;1;6;27;2;1;;1;;8;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43165;Vilabella;729;557;197;364;399;158;6;4;389;393;29;132;119;4;19;44;9;6;22;0;3;2;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17214;Vilabertran;993;710;200;380;434;276;12;2;420;422;34;115;154;22;12;31;6;14;23;0;0;2;4;1;1;;1;0;;;0;;
17;Girona;3;Girona;20;Gironès;17215;Vilablareix;3063;2426;753;1424;1663;763;33;28;1602;1630;206;455;550;71;44;117;40;26;59;1;8;5;11;1;1;;1;6;;;0;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08299;Vilada;419;375;138;219;245;130;2;7;236;243;21;71;81;6;7;37;2;0;8;1;0;2;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17217;Viladamat;458;365;153;249;277;88;3;3;271;274;15;44;93;9;7;82;5;3;10;0;1;0;0;1;0;;0;1;;;0;;
17;Girona;3;Girona;20;Gironès;17216;Viladasens;206;163;51;106;118;45;5;0;113;113;11;17;56;1;2;19;1;3;1;0;0;1;0;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08301;Viladecans;67197;49304;10952;21417;24304;25000;407;217;23680;23897;9265;3786;1494;2668;2143;602;2202;987;185;198;31;16;9;60;34;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08300;Viladecavalls;7545;5991;1470;3189;3560;2431;61;36;3463;3499;632;908;629;317;291;209;246;108;67;18;5;10;8;7;8;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17218;Vilademuls;835;578;205;369;423;155;9;7;407;414;22;65;181;4;20;80;8;5;15;1;1;4;0;0;0;;1;0;;;0;;
17;Girona;2;Catalunya Central;24;Osona;17220;Viladrau;1047;832;280;542;592;240;14;4;574;578;26;153;255;11;12;64;8;4;34;0;2;4;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17221;Vilafant;5421;4188;1108;2078;2393;1795;39;18;2336;2354;407;559;543;333;72;121;121;66;74;8;4;6;11;4;1;;0;4;;;2;;
8;Barcelona;8;Penedès;3;Alt Penedès;08305;Vilafranca del Penedès;40154;27696;7199;13558;15548;12148;219;115;15214;15329;2780;3534;3985;718;822;1669;496;338;675;48;43;42;24;29;11;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25244;Vilagrassa;560;385;124;241;252;133;10;5;237;242;34;64;77;11;7;14;3;9;15;0;0;0;0;0;1;;1;;0;;;1;
17;Girona;3;Girona;2;Alt Empordà;17223;Vilajuïga;1116;819;193;407;477;342;3;7;467;474;77;104;141;32;26;52;8;5;12;1;1;1;1;0;0;;2;3;;;1;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43175;Vilalba dels Arcs;621;531;149;265;318;213;4;5;309;314;44;85;76;13;1;29;15;21;20;1;0;0;0;0;;4;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08306;Vilalba Sasserra;753;544;150;260;292;252;8;2;282;284;49;87;66;17;12;17;7;11;10;1;0;1;2;2;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25245;Vilaller;549;433;128;201;245;188;2;5;238;243;51;37;45;8;9;15;10;6;56;1;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43166;Vilallonga del Camp;2405;1628;392;769;850;778;14;9;827;836;161;238;152;72;47;59;25;31;13;5;1;8;3;1;;3;2;;;2;;;4
17;Girona;3;Girona;31;Ripollès;17224;Vilallonga de Ter;398;292;97;154;176;116;25;1;150;151;10;27;79;2;2;12;2;3;11;0;0;1;1;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17225;Vilamacolum;377;207;75;126;136;71;0;4;132;136;7;44;39;5;3;12;5;5;8;0;0;2;2;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17226;Vilamalla;1161;878;260;412;456;422;3;8;445;453;64;85;87;102;10;15;36;22;10;4;0;0;4;1;0;;2;1;;;2;;
17;Girona;3;Girona;2;Alt Empordà;17227;Vilamaniscle;212;148;51;81;95;53;0;0;95;95;12;35;26;1;0;13;2;1;4;0;1;0;0;0;0;;0;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25247;Vilamòs;178;147;30;45;72;75;1;3;68;71;23;9;1;18;5;2;6;2;0;0;1;0;0;0;1;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17228;Vilanant;386;287;99;176;191;96;5;1;185;186;17;44;65;14;8;14;4;1;13;1;0;1;1;0;0;;1;1;;;0;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43167;Vilanova d'Escornalbou;565;417;137;253;282;135;5;6;271;277;16;95;81;11;9;28;1;6;16;0;4;0;3;0;;0;1;;;0;;;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25248;Vilanova de Bellpuig;1183;874;284;537;625;249;9;15;601;616;34;184;258;13;6;50;5;9;32;2;3;1;1;1;0;;0;;2;;;0;
25;Lleida;4;Lleida;23;Noguera;25249;Vilanova de l'Aguda;200;172;54;93;106;66;6;0;100;100;11;33;25;5;0;13;2;3;8;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;33;Segrià;25254;Vilanova de la Barca;1088;709;196;357;419;290;13;3;403;406;61;108;126;19;14;21;10;17;22;0;1;0;1;0;0;;2;;1;;;0;
8;Barcelona;8;Penedès;6;Anoia;08302;Vilanova del Camí;12596;9419;1996;3810;4307;5112;102;45;4160;4205;1572;705;373;434;299;155;344;129;98;26;7;0;9;7;2;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08902;Vilanova del Vallès;5503;4043;969;1947;2278;1765;40;26;2212;2238;404;501;558;197;147;104;150;57;68;17;1;1;1;5;1;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25250;Vilanova de Meià;415;324;105;171;209;115;6;2;201;203;22;62;85;3;2;15;1;5;4;0;0;0;0;0;1;;0;;1;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43168;Vilanova de Prades;107;82;27;41;53;29;3;1;49;50;4;20;15;1;2;6;0;0;0;0;0;1;0;0;;0;0;;;0;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08303;Vilanova de Sau;312;263;107;158;191;72;2;0;189;189;13;49;69;5;7;32;7;1;4;0;0;1;0;1;0;;;;;;;;
25;Lleida;4;Lleida;33;Segrià;25251;Vilanova de Segrià;985;714;195;394;437;277;3;14;420;434;42;138;134;24;8;26;12;15;16;0;0;3;0;0;0;;1;;0;;;1;
8;Barcelona;8;Penedès;17;Garraf;08307;Vilanova i la Geltrú;67733;49558;11815;22939;26315;23243;364;222;25729;25951;6427;6000;4799;1606;2048;1987;1399;661;491;121;62;47;20;35;26;;;;;;;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43169;Vilaplana;555;434;169;309;355;79;1;3;351;354;31;125;104;8;15;52;3;0;3;0;5;1;0;1;;0;3;;;0;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43170;Vila-rodona;1276;899;250;512;574;325;14;7;553;560;87;171;160;18;17;58;7;10;18;1;2;3;0;0;;0;0;;;1;;;0
17;Girona;3;Girona;2;Alt Empordà;17230;Vila-sacra;758;501;155;271;300;201;3;3;294;297;49;55;102;27;3;21;15;6;12;1;0;0;0;0;0;;1;1;;;1;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25252;Vila-sana;734;570;173;269;304;266;1;10;293;303;21;87;102;7;9;26;8;7;17;2;3;2;2;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43171;Vila-seca;22555;15025;3464;6553;7436;7589;132;65;7239;7304;2102;1032;582;1412;437;229;742;382;232;34;2;4;1;17;;3;10;;;17;;;1
8;Barcelona;1;Barcelona;21;Maresme;08214;Vilassar de Dalt;9072;7049;1902;3415;4260;2789;46;43;4171;4214;566;1145;1213;220;217;339;161;126;143;15;10;3;10;3;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08219;Vilassar de Mar;21035;15803;4103;8248;9803;6000;121;70;9612;9682;1637;2181;2588;496;673;808;429;290;381;45;32;11;27;7;7;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17222;Vilaür;158;108;57;81;92;16;4;2;86;88;1;21;47;1;1;15;0;0;0;0;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43172;Vilaverd;443;341;88;149;177;164;8;6;163;169;20;66;42;5;5;13;2;1;7;0;0;1;0;1;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43173;Vilella Alta, la;133;97;38;64;69;28;1;2;66;68;1;21;19;0;0;22;0;1;2;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43174;Vilella Baixa, la;204;147;48;95;118;29;1;0;117;117;7;36;29;1;6;29;3;1;2;0;0;1;0;1;;0;1;;;0;;;0
17;Girona;3;Girona;34;Selva;17233;Vilobí d'Onyar;3333;2386;682;1335;1479;907;25;11;1443;1454;103;315;649;55;33;145;24;12;82;0;5;11;3;1;0;;2;3;;;0;;
8;Barcelona;8;Penedès;3;Alt Penedès;08304;Vilobí del Penedès;1102;842;180;455;541;301;5;2;534;536;51;150;214;17;14;51;13;4;18;1;0;1;0;0;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17232;Vilopriu;204;171;78;105;119;52;1;1;117;118;16;25;37;9;6;16;4;1;2;0;0;0;1;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;18;Garrigues;25253;Vilosell, el;173;154;44;101;118;36;2;2;114;116;9;40;27;4;9;16;2;2;4;0;0;0;0;0;0;;0;;0;;;1;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43176;Vimbodí i Poblet;890;735;249;397;472;263;12;2;458;460;44;164;141;14;18;36;11;10;16;1;0;0;1;0;;0;1;;;0;;;1
25;Lleida;4;Lleida;18;Garrigues;25255;Vinaixa;450;383;134;235;265;118;7;2;256;258;29;92;65;13;4;23;9;7;11;0;1;0;0;0;0;;2;;0;;;0;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43177;Vinebre;425;287;126;200;219;68;4;1;214;215;23;70;53;17;3;27;5;4;8;0;2;0;0;0;;1;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43178;Vinyols i els Arcs;2124;1495;439;781;883;612;10;9;864;873;150;260;205;55;30;52;37;36;31;3;0;0;1;1;;2;0;;;1;;;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08308;Viver i Serrateix;172;139;49;83;104;35;1;3;100;103;5;14;66;0;0;7;0;0;6;0;0;1;0;1;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43052;Xerta;1154;917;267;436;521;396;18;2;501;503;61;193;119;24;11;43;8;4;12;1;0;4;8;2;;10;0;;;1;;;0
8;Barcelona;98;Residents Absents;;;08998;Residents Absents;;197011; ; ;7996;189015;460;41;7495;7536;1464;1310;1971;369;687;549;558;268;142;59;45;25;22;12;14;;;;;;;;
17;Girona;98;Residents Absents;;;17998;Residents Absents;;21379; ; ;1029;20350;2;3;1024;1027;167;238;320;39;64;76;41;32;13;8;4;3;5;4;1;;3;4;;;2;;
25;Lleida;98;Residents Absents;;;25998;Residents Absents;;17363; ; ;725;16638;9;3;713;716;112;183;229;19;27;43;28;26;24;4;5;3;0;1;0;;7;;2;;;0;
43;Tarragona;98;Residents Absents;;;43998;Residents Absents;;19411; ; ;966;18445;7;8;951;959;196;191;211;54;58;59;77;52;12;10;12;1;0;3;;5;5;;;4;;;1
